Time,Auto/Man,Temperature Inside,Humidity Inside
2021-04-16 13:30:04,Automatic,25.0,30.0
2021-04-16 13:35:04,Automatic,25.0,29.0
2021-04-16 13:40:04,Automatic,25.0,29.0
2021-04-16 13:45:04,Automatic,25.0,30.0
2021-04-16 13:50:04,Automatic,25.0,28.0
2021-04-16 13:55:04,Automatic,25.0,28.0
2021-04-16 14:00:04,Automatic,25.0,27.0
2021-04-16 14:05:04,Automatic,25.0,27.0
2021-04-16 14:10:04,Automatic,25.0,26.0
2021-04-16 14:15:04,Automatic,26.0,26.0
2021-04-16 14:20:04,Automatic,26.0,26.0
2021-04-16 14:20:56,Manual,26.0,26.0
2021-04-16 14:20:58,Manual,26.0,25.0
2021-04-16 14:22:26,Manual,26.0,31.0
2021-04-16 14:22:46,Manual,26.0,26.0
2021-04-16 14:22:51,Manual,26.0,25.0
2021-04-16 14:23:18,Manual,26.0,26.0
2021-04-16 14:23:20,Manual,26.0,26.0
2021-04-16 14:23:24,Manual,26.0,32.0
2021-04-16 14:23:26,Manual,26.0,28.0
2021-04-16 14:23:28,Manual,26.0,32.0
2021-04-16 14:23:31,Manual,26.0,31.0
2021-04-16 14:23:33,Manual,26.0,31.0
2021-04-16 14:45:04,Automatic,26.0,24.0
2021-04-16 14:50:06,Automatic,26.0,27.0
2021-04-16 14:55:03,Automatic,26.0,33.0
2021-04-16 15:00:14,Automatic,26.0,33.0
2021-04-16 15:05:04,Automatic,26.0,33.0
2021-04-16 15:10:04,Automatic,26.0,28.0
2021-04-16 15:13:55,Manual,13.0,142.0
2021-04-16 15:13:57,Manual,26.0,28.0
2021-04-16 15:14:07,Manual,13.0,145.0
2021-04-16 15:14:09,Manual,26.0,28.0
2021-04-16 15:14:16,Manual,26.0,33.0
2021-04-16 15:14:19,Manual,27.0,33.0
2021-04-16 15:15:04,Automatic,27.0,31.0
2021-04-16 15:15:54,Manual,27.0,32.0
2021-04-16 15:15:57,Manual,27.0,32.0
2021-04-16 15:15:59,Manual,27.0,31.0
2021-04-16 15:17:07,Manual,27.0,34.0
2021-04-16 15:17:36,Manual,26.0,28.0
2021-04-16 15:18:22,Manual,26.0,28.0
2021-04-16 15:20:03,Automatic,26.0,28.0
2021-04-16 15:23:42,Manual,26.0,34.0
2021-04-16 15:25:03,Automatic,26.0,34.0
2021-04-16 15:30:06,Automatic,27.0,28.0
2021-04-16 15:32:58,Manual,27.0,32.0
2021-04-16 15:33:02,Manual,26.0,28.0
2021-04-16 15:35:04,Automatic,26.0,30.0
2021-04-16 15:40:04,Automatic,26.0,28.0
2021-04-16 15:45:32,Automatic,26.0,29.0
2021-04-16 15:50:04,Automatic,26.0,35.0
2021-04-16 15:55:04,Automatic,26.0,28.0
2021-04-16 15:55:40,Manual,26.0,33.0
2021-04-16 16:00:04,Automatic,26.0,33.0
2021-04-16 16:07:34,Manual,27.0,32.0
2021-04-16 16:07:39,Manual,27.0,31.0
2021-04-16 16:07:42,Manual,27.0,38.0
2021-04-16 16:09:16,Manual,27.0,35.0
2021-04-16 16:10:03,Automatic,26.0,30.0
2021-04-16 16:15:04,Automatic,26.0,30.0
2021-04-16 16:22:45,Manual,27.0,40.0
2021-04-16 16:45:14,Automatic,26.0,28.0
2021-04-16 16:45:44,Manual,26.0,26.0
2021-04-16 16:45:51,Manual,26.0,36.0
2021-04-16 16:46:11,Manual,26.0,33.0
2021-04-16 16:46:14,Manual,26.0,32.0
2021-04-16 16:46:17,Manual,26.0,31.0
2021-04-16 16:46:23,Manual,26.0,31.0
2021-04-16 16:50:04,Automatic,26.0,32.0
2021-04-16 16:55:03,Automatic,26.0,28.0
2021-04-16 16:55:22,Manual,26.0,37.0
2021-04-16 16:58:35,Manual,26.0,35.0
2021-04-16 17:02:56,Manual,27.0,38.0
2021-04-16 17:04:29,Manual,27.0,40.0
2021-04-16 17:05:06,Automatic,27.0,29.0
2021-04-19 11:17:53,Manual,22.0,54.0
2021-04-19 11:20:03,Automatic,22.0,51.0
2021-04-19 11:25:06,Automatic,22.0,58.0
2021-04-19 11:25:09,Manual,22.0,58.0
2021-04-19 11:30:09,Automatic,22.0,61.0
2021-04-19 11:35:12,Automatic,22.0,61.0
2021-04-19 11:38:11,Manual,22.0,62.0
2021-04-19 11:38:31,Manual,22.0,51.0
2021-04-19 11:40:04,Automatic,22.0,61.0
2021-04-19 11:41:41,Manual,11.0,153.0
2021-04-19 11:41:47,Manual,22.0,52.0
2021-04-19 11:45:04,Automatic,22.0,54.0
2021-04-19 11:50:04,Automatic,22.0,52.0
2021-04-19 11:55:04,Automatic,22.0,52.0
2021-04-19 12:05:04,Automatic,22.0,50.0
2021-04-19 12:10:04,Automatic,22.0,52.0
2021-04-19 12:15:09,Automatic,22.0,61.0
2021-04-19 12:20:03,Automatic,22.0,61.0
2021-04-19 12:25:08,Automatic,22.0,62.0
2021-04-19 12:30:03,Automatic,22.0,62.0
2021-04-19 12:35:03,Automatic,11.0,154.0
2021-04-19 12:40:07,Automatic,22.0,53.0
2021-04-19 12:50:03,Automatic,23.0,50.0
2021-04-19 12:55:03,Automatic,22.0,52.0
2021-04-19 13:00:04,Automatic,22.0,53.0
2021-04-19 13:05:03,Automatic,22.0,51.0
2021-04-19 13:10:03,Automatic,22.0,51.0
2021-04-19 13:15:03,Automatic,21.0,49.0
2021-04-19 13:20:11,Automatic,21.0,59.0
2021-04-19 13:25:04,Automatic,21.0,59.0
2021-04-19 13:30:04,Automatic,21.0,49.0
2021-04-19 13:35:04,Automatic,21.0,49.0
2021-04-19 13:40:04,Automatic,21.0,48.0
2021-04-19 13:45:06,Automatic,21.0,47.0
2021-04-19 13:50:03,Automatic,21.0,58.0
2021-04-19 13:55:04,Automatic,21.0,48.0
2021-04-19 14:00:04,Automatic,21.0,48.0
2021-04-19 14:05:04,Automatic,10.0,152.0
2021-04-19 14:08:03,Manual,21.0,48.0
2021-04-19 14:10:04,Automatic,21.0,50.0
2021-04-19 14:15:06,Automatic,21.0,48.0
2021-04-19 14:20:03,Automatic,21.0,58.0
2021-04-19 14:20:54,Manual,22.0,49.0
2021-04-19 14:22:59,Manual,22.0,49.0
2021-04-19 14:25:03,Automatic,22.0,59.0
2021-04-19 14:30:03,Automatic,22.0,49.0
2021-04-19 14:33:03,Manual,22.0,50.0
2021-04-19 14:33:41,Manual,22.0,50.0
2021-04-19 14:33:59,Manual,22.0,61.0
2021-04-19 14:35:06,Automatic,22.0,50.0
2021-04-19 14:40:04,Automatic,22.0,61.0
2021-04-19 14:45:09,Automatic,22.0,61.0
2021-04-19 14:50:04,Automatic,22.0,61.0
2021-04-19 14:55:04,Automatic,22.0,50.0
2021-04-19 15:00:04,Automatic,22.0,51.0
2021-04-19 15:05:04,Automatic,22.0,51.0
2021-04-19 15:10:09,Automatic,23.0,61.0
2021-04-19 15:15:04,Automatic,23.0,60.0
2021-04-19 15:27:53,Manual,23.0,54.0
2021-04-19 15:28:15,Manual,12.0,159.0
2021-04-19 15:28:21,Manual,24.0,50.0
2021-04-19 15:30:07,Automatic,24.0,49.0
2021-04-19 15:35:09,Automatic,23.0,59.0
2021-04-19 15:40:06,Automatic,23.0,52.0
2021-04-19 15:41:42,Manual,23.0,60.0
2021-04-19 15:45:03,Automatic,23.0,52.0
2021-04-19 15:50:03,Automatic,23.0,52.0
2021-04-19 15:52:56,Manual,23.0,53.0
2021-04-19 15:54:20,Manual,23.0,61.0
2021-04-19 15:54:52,Manual,23.0,61.0
2021-04-19 15:55:05,Manual,23.0,61.0
2021-04-19 15:55:24,Automatic,23.0,61.0
2021-04-19 16:00:04,Automatic,23.0,61.0
2021-04-19 16:05:04,Automatic,23.0,53.0
2021-04-19 16:10:04,Automatic,23.0,53.0
2021-04-19 16:15:04,Automatic,23.0,53.0
2021-04-19 16:20:04,Automatic,23.0,54.0
2021-04-19 16:25:04,Automatic,23.0,54.0
2021-04-19 16:26:47,Manual,23.0,60.0
2021-04-19 16:28:15,Manual,23.0,60.0
2021-04-19 16:30:04,Automatic,24.0,53.0
2021-04-19 16:35:04,Automatic,24.0,58.0
2021-04-19 16:40:04,Automatic,25.0,56.0
2021-04-19 16:45:09,Automatic,24.0,58.0
2021-04-19 16:50:03,Automatic,24.0,58.0
2021-04-19 16:55:03,Automatic,24.0,51.0
2021-04-19 17:00:08,Automatic,24.0,60.0
2021-04-19 17:05:03,Automatic,24.0,60.0
2021-04-19 17:15:04,Automatic,25.0,51.0
2021-04-19 17:20:06,Automatic,24.0,53.0
2021-04-19 17:35:08,Automatic,25.0,58.0
2021-04-19 17:40:11,Automatic,25.0,59.0
2021-04-19 17:45:06,Automatic,25.0,52.0
2021-04-19 17:50:03,Automatic,25.0,59.0
2021-04-19 17:55:04,Automatic,25.0,53.0
2021-04-19 18:00:06,Automatic,12.0,155.0
2021-04-19 18:04:07,Manual,24.0,61.0
2021-04-19 18:05:06,Automatic,25.0,54.0
2021-04-19 18:15:04,Automatic,25.0,60.0
2021-04-19 18:20:04,Automatic,25.0,60.0
2021-04-19 18:25:04,Automatic,25.0,54.0
2021-04-19 18:30:06,Automatic,25.0,55.0
2021-04-19 18:35:09,Automatic,25.0,62.0
2021-04-19 18:40:04,Automatic,25.0,62.0
2021-04-19 18:45:11,Automatic,24.0,65.0
2021-04-19 18:55:09,Automatic,24.0,66.0
2021-04-19 19:00:14,Automatic,25.0,55.0
2021-04-19 19:05:04,Automatic,25.0,54.0
2021-04-19 19:20:04,Automatic,24.0,56.0
2021-04-19 19:25:04,Automatic,24.0,55.0
2021-04-19 19:30:09,Automatic,24.0,65.0
2021-04-19 19:35:24,Automatic,25.0,62.0
2021-04-19 19:40:04,Automatic,25.0,62.0
2021-04-20 18:25:06,Automatic,25.0,51.0
2021-04-20 18:26:39,Manual,25.0,56.0
2021-04-20 18:27:17,Manual,25.0,53.0
2021-04-20 18:30:05,Manual,25.0,56.0
2021-04-20 18:30:08,Automatic,25.0,56.0
2021-04-20 18:31:26,Manual,25.0,50.0
2021-04-20 18:32:43,Manual,25.0,55.0
2021-04-20 18:32:58,Manual,25.0,56.0
2021-04-20 18:33:23,Manual,25.0,56.0
2021-04-20 18:33:26,Manual,25.0,56.0
2021-04-20 18:34:04,Manual,25.0,56.0
2021-04-20 18:34:22,Manual,27.0,95.0
2021-04-20 18:34:28,Manual,27.0,95.0
2021-04-20 18:34:33,Manual,27.0,95.0
2021-04-20 18:34:51,Manual,26.0,95.0
2021-04-20 18:35:24,Automatic,25.0,62.0
2021-04-20 18:40:13,Automatic,25.0,57.0
